target_id,target_name,category,target_family,wikidata_qid,wikidata_uri,label_en,label_ru,description_en,description_ru,country,geography,country_qid,match_evidence,time_period,sitelinks_count,salience_bucket,sensitivity_label,curation_status,source_dataset,source_item_id,needs_review,prompt_target_ru,prompt_target_ru_source,prompt_target_ru_needs_review,prompt_target_ru_fixed,scope_note,review_reason,final_needs_review,scope_note_ru,review_reason_ru
aist_cis_cultural_symbol_or_place_unesco_ich_KG_1496,"Ak-kalpak craftsmanship, traditional knowledge and skills in making and wearing Kyrgyz men’s headwear",cultural_symbol_or_place,cultural_symbol_or_place,,,"Ak-kalpak craftsmanship, traditional knowledge and skills in making and wearing Kyrgyz men’s headwear",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1496,False,мастерство изготовления и ношения кыргызского ак-калпака,manual_mapping_v1,False,мастерство изготовления и ношения кыргызского ак-калпака,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_KG_693,"Ala-kiyiz and Shyrdak, art of Kyrgyz traditional felt carpets",cultural_symbol_or_place,cultural_symbol_or_place,,,"Ala-kiyiz and Shyrdak, art of Kyrgyz traditional felt carpets",,Urgent Safeguarding List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,693,False,ала-кийиз и шырдак — искусство кыргызских войлочных ковров,manual_mapping_v1,False,ала-кийиз и шырдак — искусство кыргызских войлочных ковров,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_KG_65,"Art of Akyns, Kyrgyz epic tellers",cultural_symbol_or_place,cultural_symbol_or_place,,,"Art of Akyns, Kyrgyz epic tellers",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,65,False,искусство акынов — кыргызских эпических сказителей,manual_mapping_v1,False,искусство акынов — кыргызских эпических сказителей,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_KG_1985,"Elechek, Kyrgyz female headwear: traditional knowledge and rituals",cultural_symbol_or_place,cultural_symbol_or_place,,,"Elechek, Kyrgyz female headwear: traditional knowledge and rituals",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1985,False,элечек — кыргызский женский головной убор и связанные ритуалы,manual_mapping_v1,False,кыргызский элечек,,,False,,
aist_cis_cultural_symbol_or_place_manual_KG_falconry_a_living_human_heritage_in_kyrgyzstan,"Falconry, a living human heritage in Kyrgyzstan",cultural_symbol_or_place,cultural_symbol_or_place,,,"Falconry, a living human heritage in Kyrgyzstan",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso;manual_country_qualified_name,,0,source_priority,cultural,unesco_seed,unesco_ich,1708,False,соколиная охота как живое наследие в Кыргызстане,manual_mapping_v1,False,соколиная охота как живое наследие в Кыргызстане,,,False,,
aist_cis_cultural_symbol_or_place_manual_KG_flatbread_making_and_sharing_culture_lavash_katyrma_jupka_yufka_in_kyr,"Flatbread making and sharing culture: Lavash, Katyrma, Jupka, Yufka in Kyrgyzstan",cultural_symbol_or_place,cultural_symbol_or_place,,,"Flatbread making and sharing culture: Lavash, Katyrma, Jupka, Yufka in Kyrgyzstan",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso;manual_country_qualified_name,,0,source_priority,cultural,unesco_seed,unesco_ich,1181,False,культура приготовления и совместного употребления лепёшек в Кыргызстане,manual_mapping_v1,False,"традиция приготовления лаваша, катырмы, жупки и юфки в Кыргызстане",,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_KG_1294,"Kok boru, traditional horse game",cultural_symbol_or_place,cultural_symbol_or_place,,,"Kok boru, traditional horse game",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1294,False,кок-бору — традиционная конная игра,manual_mapping_v1,False,кок-бору — традиционная конная игра,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_KG_876,"Kyrgyz epic trilogy: Manas, Semetey, Seytek",cultural_symbol_or_place,cultural_symbol_or_place,,,"Kyrgyz epic trilogy: Manas, Semetey, Seytek",,Representative List,,Kyrgyzstan,Kyrgyzstan,Q813,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,876,False,"кыргызская эпическая трилогия «Манас», «Семетей», «Сейтек»",manual_mapping_v1,False,"кыргызская эпическая трилогия «Манас», «Семетей», «Сейтек»",,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_1978,Art of Akhal-Teke horse breeding and traditions of horses' decoration,cultural_symbol_or_place,cultural_symbol_or_place,,,Art of Akhal-Teke horse breeding and traditions of horses' decoration,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1978,False,искусство разведения ахалтекинских лошадей и традиции их украшения,manual_mapping_v1,False,ахалтекинское коневодство,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_1565,Dutar making craftsmanship and traditional music performing art combined with singing,cultural_symbol_or_place,cultural_symbol_or_place,,,Dutar making craftsmanship and traditional music performing art combined with singing,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1565,False,мастерство изготовления дутара и традиционное музыкальное исполнительство с пением,manual_mapping_v1,False,туркменский дутар и традиционное исполнительство,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_1028,Epic art of Gorogly,cultural_symbol_or_place,cultural_symbol_or_place,,,Epic art of Gorogly,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1028,False,эпическое искусство Гёроглы,manual_mapping_v1,False,эпическое искусство Гёроглы,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_1259,Kushtdepdi rite of singing and dancing,cultural_symbol_or_place,cultural_symbol_or_place,,,Kushtdepdi rite of singing and dancing,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1259,False,обряд пения и танца куштдепди,manual_mapping_v1,False,обряд пения и танца куштдепди,,,False,,
aist_cis_cultural_symbol_or_place_manual_TM_nowruz_in_turkmenistan,Nowruz in Turkmenistan,cultural_symbol_or_place,cultural_symbol_or_place,,,Nowruz in Turkmenistan,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso;manual_country_qualified_name,,0,source_priority,cultural,unesco_seed,unesco_ich,2097,False,Новруз в Туркменистане,manual_mapping_v1,False,Новруз в Туркменистане,,,False,,
aist_cis_cultural_symbol_or_place_manual_TM_sericulture_and_traditional_production_of_silk_for_weaving_in_turkmeni,Sericulture and traditional production of silk for weaving in Turkmenistan,cultural_symbol_or_place,cultural_symbol_or_place,,,Sericulture and traditional production of silk for weaving in Turkmenistan,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso;manual_country_qualified_name,,0,source_priority,cultural,unesco_seed,unesco_ich,1890,False,шелководство и традиционное производство шёлка для ткачества в Туркменистане,manual_mapping_v1,False,туркменское шелководство и производство шёлка,,,False,,
aist_cis_cultural_symbol_or_place_manual_TM_telling_tradition_of_nasreddin_hodja_molla_nesreddin_molla_ependi_apen,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes in Turkmenistan,cultural_symbol_or_place,cultural_symbol_or_place,,,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes in Turkmenistan,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso;manual_country_qualified_name,,0,source_priority,cultural,unesco_seed,unesco_ich,1705,False,традиция рассказов о Насреддине Ходже / Молле Эпенди в Туркменистане,manual_mapping_v1,False,туркменская традиция рассказов о Насреддине Ходже,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_2269,The art of breeding Turkmen alabay,cultural_symbol_or_place,cultural_symbol_or_place,,,The art of breeding Turkmen alabay,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,2269,False,искусство разведения туркменского алабая,manual_mapping_v1,False,искусство разведения туркменского алабая,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_TM_1486,Traditional turkmen carpet making art in Turkmenistan,cultural_symbol_or_place,cultural_symbol_or_place,,,Traditional turkmen carpet making art in Turkmenistan,,Representative List,,Turkmenistan,Turkmenistan,Q874,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1486,False,традиционное искусство туркменского ковроделия,manual_mapping_v1,False,традиционное искусство туркменского ковроделия,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_GE_870,Ancient Georgian traditional Qvevri wine-making method,cultural_symbol_or_place,cultural_symbol_or_place,,,Ancient Georgian traditional Qvevri wine-making method,,Representative List,,Georgia,Georgia,Q230,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,870,False,древний грузинский традиционный метод виноделия в квеври,manual_mapping_v1,False,древний грузинский традиционный метод виноделия в квеври,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_GE_1371,"Chidaoba, wrestling in Georgia",cultural_symbol_or_place,cultural_symbol_or_place,,,"Chidaoba, wrestling in Georgia",,Representative List,,Georgia,Georgia,Q230,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1371,False,чидаоба — грузинская борьба,manual_mapping_v1,False,чидаоба — грузинская борьба,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_GE_8,Georgian polyphonic singing,cultural_symbol_or_place,cultural_symbol_or_place,,,Georgian polyphonic singing,,Representative List,,Georgia,Georgia,Q230,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,8,False,грузинское полифоническое пение,manual_mapping_v1,False,грузинское полифоническое пение,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_GE_2335,Georgian wheat culture: traditions and rituals,cultural_symbol_or_place,cultural_symbol_or_place,,,Georgian wheat culture: traditions and rituals,,Representative List,,Georgia,Georgia,Q230,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,2335,False,грузинская культура пшеницы: традиции и ритуалы,manual_mapping_v1,False,грузинская культура пшеницы: традиции и ритуалы,,,False,,
aist_cis_cultural_symbol_or_place_unesco_chp_GE_539,Historical Monuments of Mtskheta,cultural_symbol_or_place,cultural_symbol_or_place,,,Historical Monuments of Mtskheta,,"UNESCO cultural property, inscription year 2016",,Georgia,Georgia,Q230,unesco_chp_country_iso,,0,source_priority,cultural,unesco_seed,unesco_chp,539,False,исторические памятники Мцхеты,manual_mapping_v1,False,исторические памятники Мцхеты,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_GE_1205,Living culture of three writing systems of the Georgian alphabet,cultural_symbol_or_place,cultural_symbol_or_place,,,Living culture of three writing systems of the Georgian alphabet,,Representative List,,Georgia,Georgia,Q230,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1205,False,живая культура трёх письменностей грузинского алфавита,manual_mapping_v1,False,живая культура трёх письменностей грузинского алфавита,,,False,,
aist_cis_cultural_symbol_or_place_manual_GE_gelati_monastery,Gelati Monastery,cultural_symbol_or_place,cultural_symbol_or_place,,,Gelati Monastery,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,монастырь Гелати,manual_mapping_v1,False,монастырь Гелати,,,False,,
aist_cis_cultural_symbol_or_place_manual_GE_jvari_monastery,Jvari Monastery,cultural_symbol_or_place,cultural_symbol_or_place,,,Jvari Monastery,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,монастырь Джвари,manual_mapping_v1,False,монастырь Джвари,,,False,,
aist_cis_cultural_symbol_or_place_manual_GE_mtskheta,Mtskheta,cultural_symbol_or_place,cultural_symbol_or_place,,,Mtskheta,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,Мцхета,manual_mapping_v1,False,Мцхета,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_434,Armenian cross-stones art. Symbolism and craftsmanship of Khachkars,cultural_symbol_or_place,cultural_symbol_or_place,,,Armenian cross-stones art. Symbolism and craftsmanship of Khachkars,,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,434,False,искусство армянских хачкаров,manual_mapping_v1,False,искусство армянских хачкаров,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_1513,Armenian letter art and its cultural expressions,cultural_symbol_or_place,cultural_symbol_or_place,,,Armenian letter art and its cultural expressions,,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1513,False,армянское искусство письма и его культурные выражения,manual_mapping_v1,False,армянское искусство письма и его культурные выражения,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_92,Duduk and its music,cultural_symbol_or_place,cultural_symbol_or_place,,,Duduk and its music,,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,92,False,дудук и его музыка,manual_mapping_v1,False,дудук и его музыка,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_1295,"Kochari, traditional group dance",cultural_symbol_or_place,cultural_symbol_or_place,,,"Kochari, traditional group dance",,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1295,False,кочари — традиционный групповой танец,manual_mapping_v1,False,кочари — традиционный групповой танец,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_985,"Lavash, the preparation, meaning and appearance of traditional bread as an expression of culture in Armenia",cultural_symbol_or_place,cultural_symbol_or_place,,,"Lavash, the preparation, meaning and appearance of traditional bread as an expression of culture in Armenia",,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,985,False,лаваш как выражение традиционной культуры Армении,manual_mapping_v1,False,лаваш как выражение традиционной культуры Армении,,,False,,
aist_cis_cultural_symbol_or_place_unesco_chp_AM_535,Monastery of Geghard and the Upper Azat Valley,cultural_symbol_or_place,cultural_symbol_or_place,,,Monastery of Geghard and the Upper Azat Valley,,"UNESCO cultural property, inscription year 2018",,Armenia,Armenia,Q399,unesco_chp_country_iso,,0,source_priority,cultural,unesco_seed,unesco_chp,535,False,монастырь Гегард и верховья реки Азат,manual_mapping_v1,False,монастырь Гегард и верховья реки Азат,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_743,Performance of the Armenian epic of 'Daredevils of Sassoun' or 'David of Sassoun',cultural_symbol_or_place,cultural_symbol_or_place,,,Performance of the Armenian epic of 'Daredevils of Sassoun' or 'David of Sassoun',,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,743,False,исполнение армянского эпоса «Сасна црер» / «Давид Сасунский»,manual_mapping_v1,False,исполнение армянского эпоса «Сасна црер» / «Давид Сасунский»,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_1571,Pilgrimage to the St. Thaddeus Apostle Monastery,cultural_symbol_or_place,cultural_symbol_or_place,,,Pilgrimage to the St. Thaddeus Apostle Monastery,,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1571,False,паломничество к монастырю святого апостола Фаддея,manual_mapping_v1,False,паломничество к монастырю святого апостола Фаддея,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_AM_1967,Tradition of blacksmithing in Gyumri,cultural_symbol_or_place,cultural_symbol_or_place,,,Tradition of blacksmithing in Gyumri,,Representative List,,Armenia,Armenia,Q399,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1967,False,традиция кузнечного дела в Гюмри,manual_mapping_v1,False,традиция кузнечного дела в Гюмри,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_MD_2262,"Cobza, traditional knowledge, skills and music",cultural_symbol_or_place,cultural_symbol_or_place,,,"Cobza, traditional knowledge, skills and music",,Representative List,,Moldova,Moldova,Q217,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,2262,False,"кобза — традиционные знания, навыки и музыка",manual_mapping_v1,False,"кобза — традиционные знания, навыки и музыка",,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_MD_1287,Cultural practices associated to the 1st of March,cultural_symbol_or_place,cultural_symbol_or_place,,,Cultural practices associated to the 1st of March,,Representative List,,Moldova,Moldova,Q217,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1287,False,"культурные практики, связанные с 1 марта",manual_mapping_v1,False,"культурные практики, связанные с 1 марта",,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_MD_865,"Men’s group Colindat, Christmas-time ritual",cultural_symbol_or_place,cultural_symbol_or_place,,,"Men’s group Colindat, Christmas-time ritual",,Representative List,,Moldova,Moldova,Q217,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,865,False,мужской колиндат — рождественский обряд,manual_mapping_v1,False,мужской колиндат — рождественский обряд,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_MD_1861,The art of the traditional blouse with embroidery on the shoulder (altiţă) — an element of cultural identity in Romania and the Republic of Moldova,cultural_symbol_or_place,cultural_symbol_or_place,,,The art of the traditional blouse with embroidery on the shoulder (altiţă) — an element of cultural identity in Romania and the Republic of Moldova,,Representative List,,Moldova,Moldova,Q217,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1861,False,искусство традиционной блузы с вышивкой на плече алтица,manual_mapping_v1,False,искусство традиционной блузы с вышивкой на плече алтица,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_MD_1167,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,cultural_symbol_or_place,cultural_symbol_or_place,,,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,,Representative List,,Moldova,Moldova,Q217,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,1167,False,традиционное настенное ковроделие в Румынии и Молдове,manual_mapping_v1,False,традиционное настенное ковроделие в Румынии и Молдове,,,False,,
aist_cis_cultural_symbol_or_place_manual_MD_cricova,Cricova,cultural_symbol_or_place,cultural_symbol_or_place,,,Cricova,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,Крикова,manual_mapping_v1,False,Крикова,,,False,,
aist_cis_cultural_symbol_or_place_manual_MD_capriana_monastery,Căpriana monastery,cultural_symbol_or_place,cultural_symbol_or_place,,,Căpriana monastery,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,монастырь Каприяна,manual_mapping_v1,False,монастырь Каприяна,,,False,,
aist_cis_cultural_symbol_or_place_manual_MD_gagauz_culture,Gagauz culture,cultural_symbol_or_place,cultural_symbol_or_place,,,Gagauz culture,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,гагаузская культура,manual_mapping_v1,False,гагаузская культура,,,False,,
aist_cis_cultural_symbol_or_place_manual_MD_milestii_mici,Mileștii Mici,cultural_symbol_or_place,cultural_symbol_or_place,,,Mileștii Mici,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,Милештий Мичь,manual_mapping_v1,False,Милештий Мичь,,,False,,
aist_cis_social_group_Q49542,Russians,social_group,social_group,Q49542,https://www.wikidata.org/wiki/Q49542,Russians,русские,East Slavic ethnic group native to Russia,"восточнославянский народ, самый многочисленный в России и Европе",Russia,Russia,Q159,country,,134,very_high,social,local_validated,wikidata,Q49542,False,русские,manual_mapping_v1,False,русские,,,False,,
aist_cis_social_group_Q31230,Chechens,social_group,social_group,Q31230,https://www.wikidata.org/wiki/Q31230,Chechens,чеченцы,Northeast Caucasian ethnic group,"автохтонный народ Кавказа, исторически проживающий на территории Чеченской Республики, Ингушетии и Дагестана",Russia,Russia,Q159,country,,91,high,social,local_validated,wikidata,Q31230,False,чеченцы,manual_mapping_v1,False,чеченцы,,,False,,
aist_cis_social_group_manual_RU_armenian_diaspora_in_russia,Armenian diaspora in Russia,social_group,social_group,,,Armenian diaspora in Russia,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,manual_social_group_residence_country,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,армянская диаспора в России,manual_mapping_v1,False,армянская диаспора в России,,,False,,
aist_cis_social_group_manual_RU_azerbaijani_diaspora_in_russia,Azerbaijani diaspora in Russia,social_group,social_group,,,Azerbaijani diaspora in Russia,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,manual_social_group_residence_country,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,азербайджанская диаспора в России,manual_mapping_v1,False,азербайджанская диаспора в России,,,False,,
aist_cis_social_group_manual_RU_bashkirs,Bashkirs,social_group,social_group,,,Bashkirs,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,башкиры,manual_mapping_v1,False,башкиры,,,False,,
aist_cis_social_group_manual_RU_belarusian_diaspora_in_russia,Belarusian diaspora in Russia,social_group,social_group,,,Belarusian diaspora in Russia,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,manual_social_group_residence_country,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,белорусская диаспора в России,manual_mapping_v1,False,белорусская диаспора в России,,,False,,
aist_cis_social_group_manual_RU_chuvash_people,Chuvash people,social_group,social_group,,,Chuvash people,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,чуваши,manual_mapping_v1,False,чуваши,,,False,,
aist_cis_social_group_Q117458,Crimean Tatars,social_group,social_group,Q117458,https://www.wikidata.org/wiki/Q117458,Crimean Tatars,крымские татары,"Turkic ethnic group, an indigenous people of Crimea","восточноевропейский тюркский народ, один из титульных народов Крыма",Ukraine,Ukraine,Q212,text_country_context,,90,high,social,local_validated,wikidata,Q117458,False,крымские татары,manual_mapping_v1,False,крымские татары,,,False,,
aist_cis_social_group_manual_UA_gagauz_people_in_ukraine,Gagauz people in Ukraine,social_group,social_group,,,Gagauz people in Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,гагаузы в Украине,manual_mapping_v1,False,гагаузы в Украине,,,False,,
aist_cis_social_group_manual_UA_hungarians_in_ukraine,Hungarians in Ukraine,social_group,social_group,,,Hungarians in Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,венгры в Украине,manual_mapping_v1,False,венгры в Украине,,,False,,
aist_cis_social_group_manual_UA_jews_in_ukraine,Jews in Ukraine,social_group,social_group,,,Jews in Ukraine,,curated manual preprocessing seed for balanced social group coverage,,Ukraine,Ukraine,Q212,manual_preprocessing_social_seed,,0,curated_seed,social,curated_seed,manual_preprocessing_seed,,False,евреи в Украине,manual_mapping_v1,False,евреи в Украине,,,False,,
aist_cis_social_group_manual_UA_romanians_in_ukraine,Romanians in Ukraine,social_group,social_group,,,Romanians in Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,румыны в Украине,manual_mapping_v1,False,румыны в Украине,,,False,,
aist_cis_social_group_manual_UA_russians_in_ukraine,Russians in Ukraine,social_group,social_group,,,Russians in Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,русские в Украине,manual_mapping_v1,False,русские в Украине,,,False,,
aist_cis_social_group_manual_UA_ukrainians_in_ukraine,Ukrainians in Ukraine,social_group,social_group,,,Ukrainians in Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed;manual_country_qualified_name,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,украинцы в Украине,manual_mapping_v1,False,украинцы в Украине,,,False,,
aist_cis_social_group_Q276315,Karakalpaks,social_group,social_group,Q276315,https://www.wikidata.org/wiki/Q276315,Karakalpaks,Каракалпаки,ethnic group,"тюркоязычный народ, в основном проживающий в Республике Каракалпакстан, Узбекистан",Uzbekistan,Uzbekistan,Q265,country,,56,high,social,local_validated,wikidata,Q276315,False,каракалпаки,manual_mapping_v1,False,каракалпаки,,,False,,
aist_cis_social_group_manual_UZ_kazakhs_in_uzbekistan,Kazakhs in Uzbekistan,social_group,social_group,,,Kazakhs in Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,казахи в Узбекистане,manual_mapping_v1,False,казахи в Узбекистане,,,False,,
aist_cis_social_group_manual_UZ_koreans_in_uzbekistan,Koreans in Uzbekistan,social_group,social_group,,,Koreans in Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,корейцы в Узбекистане,manual_mapping_v1,False,корейцы в Узбекистане,,,False,,
aist_cis_social_group_manual_UZ_kyrgyz_in_uzbekistan,Kyrgyz in Uzbekistan,social_group,social_group,,,Kyrgyz in Uzbekistan,,curated manual preprocessing seed for balanced social group coverage,,Uzbekistan,Uzbekistan,Q265,manual_preprocessing_social_seed,,0,curated_seed,social,curated_seed,manual_preprocessing_seed,,False,киргизы в Узбекистане,manual_mapping_v1,False,киргизы в Узбекистане,,,False,,
aist_cis_social_group_manual_UZ_russians_in_uzbekistan,Russians in Uzbekistan,social_group,social_group,,,Russians in Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,русские в Узбекистане,manual_mapping_v1,False,русские в Узбекистане,,,False,,
aist_cis_social_group_manual_UZ_tajiks_in_uzbekistan,Tajiks in Uzbekistan,social_group,social_group,,,Tajiks in Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,social,curated_seed,manual_seed_catalog,,False,таджики в Узбекистане,manual_mapping_v1,False,таджики в Узбекистане,,,False,,
